quantile,value
0.0,8.90280534804333e-06
0.001,0.0011336237657815218
0.01,0.03930751234292984
0.05,0.43364620208740234
0.5,7.933287620544434
0.9,19.30389976501465
0.99,43.604217529296875
1.0,110.47146606445312
