quantile,value
0.0,9.293071343563497e-07
0.001,0.00947766937315464
0.01,0.09684507548809052
0.05,0.607140302658081
0.5,24.4735107421875
0.9,143.73025512695312
0.99,481.6238708496094
1.0,2733.16943359375
