quantile,value
0.0,0.0007546103443019092
0.001,0.029481297358870506
0.01,0.2765808403491974
0.05,1.3607059717178345
0.5,8.210456848144531
0.9,21.54738426208496
0.99,42.86137008666992
1.0,146.8660430908203
