quantile,value
0.0,0.47267818450927734
0.001,0.5475595593452454
0.01,0.7534730434417725
0.05,0.9442710876464844
0.5,1.8985445499420166
0.9,6.581865310668945
0.99,9.646994590759277
1.0,16.578454971313477
